id,gpsnanotime,hdSpectrumEye,hdCalibEye,hdXmaxEye,theta,dtheta,phi,dphi,l,b,ra,dec,totalEnergy,dtotalEnergy,calEnergy,dcalEnergy,xmax,dxmax,heightXmax,distXmax,dEdXmax,ddEdXmax,x,dx,y,dy,z,easting,northing,altitude,cherenkovFraction,minViewAngle,uspL,duspL,uspR,duspR,hottestStationId,distSdpStation,distAxisStation,particle_type
2,96424881,0,0,1,41.95,0.72,166.22,1.33,37.61,-49.5,330.14,-17.44,0.843,0.069,0.708,0.057,742.91,19.84,5092.99,15067.66,1.27,0.06,10300.56,108.48,-4749.17,75.76,-33.68,487561.98,6094483.58,1377.4,0.14,26.73,220.7,10.95,0.28,0.05,686,42.85,426.28,iron
3,235533048,1,0,1,42.25,0.4,235.65,0.52,303.05,1.32,193.1,-61.55,1.129,0.078,0.955,0.064,773.56,15.3,4882.42,12177.59,1.59,0.05,12094.86,37.56,27928.49,38.9,-97.57,489274.91,6127146.74,1373.48,0.09,45.2,238.76,8.59,0.27,0.05,1153,325.33,375.48,proton
2,492332035,0,0,1,35.79,0.55,217.25,1.02,327.18,6.27,231.5,-49.18,0.771,0.057,0.646,0.046,717.07,18.46,4770.59,10111.5,1.18,0.03,22007.58,62.72,6193.54,30.95,-83.17,499234.5,6105448.24,1359.0,0.07,77.28,217.25,10.16,0.25,0.05,741,104.62,636.33,iron
4,545375416,0,0,1,60.58,0.33,218.62,0.63,344.82,-9.27,266.64,-46.66,10.531,0.775,9.109,0.667,759.95,17.12,7977.75,22965.82,15.94,0.35,-4611.65,107.13,9787.9,180.84,-0.44,472623.5,6108974.17,1408.57,0.06,75.57,226.42,6.0,0.29,0.05,818,171.29,172.62,proton
3,728706314,1,0,1,41.15,0.77,187.77,0.79,11.37,-28.36,301.45,-30.29,1.29,0.091,1.095,0.076,720.0,8.95,5292.03,10083.31,1.89,0.04,-1591.27,84.67,31401.72,58.53,-1.34,475586.71,6130581.68,1477.47,0.2,22.24,229.93,8.39,0.25,0.05,1553,97.93,450.82,iron
3,484557002,1,0,1,49.64,0.34,10.3,0.71,51.98,-61.24,344.76,-15.07,1.143,0.081,0.965,0.067,689.55,19.17,6725.76,12294.67,1.64,0.05,5480.9,58.0,26122.43,34.79,-74.52,482669.54,6125324.03,1382.27,0.11,38.9,232.76,9.41,0.26,0.05,1111,296.08,486.17,iron
3,553943165,0,0,1,34.65,0.68,123.66,0.61,49.47,-38.37,323.9,-4.84,1.625,0.124,1.389,0.104,707.42,16.61,4742.2,15830.96,2.48,0.09,-8959.64,50.59,25943.08,61.34,-4.86,468236.84,6125109.17,1456.02,0.07,58.67,222.05,9.17,0.26,0.05,987,165.58,645.52,iron
1,515043435,1,1,1,53.62,0.64,342.21,0.61,13.36,-61.02,339.92,-32.91,19.412,1.603,16.9,1.398,798.98,23.29,6281.51,25466.27,27.9,0.66,-12376.09,164.22,-3397.98,51.53,4.16,464896.8,6095776.6,1417.11,0.08,57.27,240.49,6.44,0.24,0.04,482,7.35,35.52,iron
1,536699325,1,1,1,44.88,0.16,219.52,0.8,341.94,-13.02,269.59,-50.94,2.572,0.191,2.212,0.162,702.63,15.84,5936.83,11503.1,3.9,0.08,-7488.37,44.46,-16637.19,44.2,-35.21,469814.87,6082557.83,1390.88,0.09,104.9,225.01,9.64,0.25,0.05,193,375.66,379.5,iron
1,142033517,1,0,1,39.18,0.65,5.26,0.51,207.1,-71.24,33.32,-23.75,2.365,0.168,2.033,0.142,785.49,6.7,4406.6,9924.76,3.81,0.07,-11454.76,86.61,-25031.8,33.29,-75.43,465874.04,6074158.36,1386.56,0.18,23.01,211.44,7.75,0.26,0.05,300,382.12,524.33,iron
1,50624222,1,0,1,49.49,0.62,319.88,0.56,258.51,-42.9,67.25,-50.9,1.28,0.088,1.085,0.073,757.71,20.68,6015.53,15521.64,1.98,0.07,-7817.07,80.49,-27072.44,68.63,-81.34,469511.99,6072128.56,1380.3,0.17,22.97,216.88,7.5,0.26,0.04,331,181.0,183.41,iron
3,71872468,0,0,1,43.92,0.66,179.81,0.74,3.53,3.18,265.44,-24.26,0.655,0.049,0.546,0.04,659.23,20.58,6362.68,15417.13,0.9,0.04,-5922.62,106.36,31182.28,66.47,49.57,471257.71,6130351.43,1530.74,0.17,21.25,241.26,9.42,0.26,0.05,1547,274.83,531.33,iron
1,508373970,0,0,1,34.22,0.56,75.97,1.67,62.05,-46.62,335.96,-1.94,1.848,0.147,1.584,0.124,767.66,15.93,4132.39,16782.41,2.78,0.1,-10704.23,66.47,-14539.44,68.72,-25.96,466595.44,6084645.39,1398.48,0.11,38.19,226.0,9.18,0.27,0.05,169,532.86,645.81,iron
4,603631038,1,1,1,31.3,0.51,196.73,0.88,0.58,-22.52,291.28,-37.92,3.47,0.319,2.998,0.273,870.22,19.27,2859.52,14440.55,4.98,0.2,-19434.09,32.26,6821.08,39.25,35.98,457816.53,6105971.4,1470.77,0.06,78.85,239.3,10.44,0.19,0.05,1726,98.63,430.75,iron
3,738862785,1,0,1,30.65,0.22,48.0,1.04,99.26,-72.09,5.64,-10.56,1.26,0.094,1.071,0.078,666.3,20.02,4926.11,9546.88,1.83,0.04,-3163.46,30.84,26208.64,27.85,-39.91,474029.68,6125388.59,1415.65,0.08,90.85,232.77,10.47,0.26,0.05,1095,327.56,576.86,iron
1,611317696,1,0,1,33.85,0.49,14.06,0.69,189.43,-77.82,24.88,-21.77,1.253,0.091,1.064,0.076,728.23,14.14,4504.67,11327.75,1.9,0.06,-22736.68,43.67,-17230.11,34.62,-52.94,454576.87,6081926.57,1410.34,0.08,60.54,222.6,10.16,0.26,0.05,338,240.41,672.08,iron
3,128793364,0,0,1,60.09,0.53,284.5,1.28,290.81,-19.97,133.11,-76.79,1.7,0.117,1.446,0.097,704.18,29.45,8502.29,20093.54,2.36,0.08,15196.47,68.56,34952.43,186.39,-80.46,492354.49,6134178.55,1430.14,0.1,21.41,242.8,7.68,0.25,0.05,1137,400.13,415.0,iron
1,304178719,0,0,1,37.93,0.45,139.28,0.59,1.4,34.01,238.31,-7.51,1.301,0.103,1.105,0.087,775.51,15.67,4263.27,12903.39,2.1,0.08,-5948.58,31.55,-21800.58,44.85,-55.8,471366.73,6077401.39,1384.32,0.06,69.39,207.76,10.8,0.32,0.06,296,279.79,425.73,proton
1,649697665,0,0,1,39.72,0.74,342.82,1.03,6.34,-56.95,335.32,-36.83,0.693,0.054,0.579,0.044,640.28,23.91,5860.46,12420.15,1.01,0.04,-14478.47,96.55,-17120.7,54.63,-43.61,462831.89,6082056.37,1397.99,0.06,48.52,227.22,9.48,0.26,0.05,410,4.45,633.03,iron
1,770335071,0,0,1,49.46,0.44,52.61,0.92,54.19,-23.41,313.43,6.6,0.85,0.06,0.713,0.048,752.25,15.99,5902.73,11298.32,1.3,0.04,-20443.64,40.73,-21156.95,61.61,-66.62,456878.8,6078007.94,1401.3,0.17,22.73,217.89,7.98,0.28,0.05,402,216.68,670.59,iron
1,193830873,0,0,1,47.17,0.5,337.14,0.68,356.7,-66.8,348.8,-38.78,0.638,0.044,0.531,0.035,738.87,17.89,5710.59,11597.15,0.88,0.03,-11943.07,51.46,-23019.48,50.78,-64.42,465378.2,6076168.37,1387.67,0.14,26.1,238.39,8.89,0.26,0.05,343,52.02,217.86,iron
4,922812873,1,0,0,47.51,0.71,32.27,0.66,161.48,-61.38,30.26,-3.84,1.463,0.123,1.245,0.104,591.09,28.83,7366.89,17061.01,2.16,0.1,-21198.93,81.79,11639.99,88.11,61.89,456043.16,6110784.09,1509.33,0.22,31.63,229.04,11.39,0.25,0.06,1755,364.15,558.46,iron
2,681164979,0,0,1,40.92,0.52,328.6,0.79,354.03,-47.34,323.98,-45.57,1.166,0.099,0.988,0.083,794.48,20.21,4444.5,14135.48,1.7,0.08,20668.63,76.62,10449.11,35.95,-81.36,497885.03,6109699.18,1358.85,0.05,74.87,230.31,9.59,0.25,0.05,1004,600.5,628.43,iron
3,750588828,0,0,1,30.32,1.33,255.93,0.68,328.53,-43.5,327.93,-63.65,0.741,0.055,0.621,0.045,742.19,8.57,3945.8,7383.62,1.18,0.03,2106.42,35.86,29581.4,120.28,-40.34,479287.04,6128769.93,1432.6,0.14,30.93,209.66,9.68,0.25,0.05,1105,375.42,845.92,iron
2,527070637,1,1,1,47.2,0.28,68.38,0.67,112.64,-53.02,6.6,9.35,4.217,0.31,3.639,0.263,722.42,12.65,5957.26,14979.05,6.29,0.15,7679.18,57.37,-16767.65,62.8,-46.32,484972.84,6082464.26,1378.99,0.07,97.51,229.42,9.49,0.27,0.05,483,544.56,657.12,iron
3,539052224,1,1,1,30.87,0.42,239.09,0.43,329.98,-8.8,252.31,-58.54,3.137,0.23,2.709,0.195,740.96,12.61,4050.79,13832.05,4.66,0.11,13799.74,32.38,26428.03,32.55,-101.15,490981.54,6125650.07,1368.94,0.07,50.95,231.01,8.38,0.23,0.05,1158,70.26,139.86,iron
3,536289731,1,1,1,33.61,0.58,308.46,0.58,334.63,-50.53,335.68,-56.44,4.2,0.316,3.631,0.27,718.52,13.23,4527.67,18124.93,6.24,0.16,-855.96,54.93,18910.66,44.95,-29.16,476353.41,6118100.97,1398.23,0.09,41.5,230.98,8.52,0.23,0.05,1366,134.71,368.4,iron
2,444497868,1,0,1,32.29,0.33,115.43,0.91,35.68,-17.1,299.35,-5.35,1.43,0.097,1.219,0.08,694.03,11.08,4682.03,13196.64,2.06,0.05,15899.09,41.1,4341.38,50.28,-48.11,493135.86,6103580.73,1370.26,0.12,30.84,235.16,8.4,0.27,0.05,1321,1078.87,1225.6,iron
3,859775620,0,0,1,44.84,0.87,158.99,0.66,44.7,-45.73,328.64,-11.53,1.322,0.104,1.122,0.087,709.25,25.33,5847.32,19236.79,1.96,0.1,-9653.44,83.48,26194.75,99.13,-30.93,467541.86,6125358.7,1432.04,0.11,36.59,226.97,10.58,0.26,0.06,986,340.42,347.15,iron
2,377761681,1,0,1,38.75,0.43,205.4,0.59,333.38,10.66,234.96,-42.04,2.332,0.159,2.005,0.133,791.05,10.54,4331.67,11671.38,3.42,0.07,12515.13,67.14,-4398.66,26.38,-36.62,489775.17,6094839.23,1377.17,0.13,24.92,232.73,8.22,0.24,0.05,727,364.6,366.45,iron
3,784124513,1,0,1,36.26,0.31,316.53,0.5,342.21,-49.1,329.67,-52.73,1.752,0.121,1.499,0.101,693.99,11.38,5096.32,9551.04,2.76,0.05,-1741.76,25.39,28546.55,25.57,-34.76,475442.48,6127730.01,1426.02,0.1,50.94,216.08,8.95,0.24,0.05,1304,380.22,761.76,iron
1,810587146,0,0,1,25.7,0.47,205.49,0.88,344.57,-1.16,256.94,-42.39,0.798,0.059,0.671,0.048,675.94,19.48,4437.69,9401.84,1.17,0.03,-18333.52,32.81,-17902.52,27.1,-46.13,458980.47,6081266.29,1403.03,0.08,68.11,226.8,10.52,0.26,0.05,416,606.97,620.35,iron
1,931777329,0,0,1,34.14,0.46,94.6,0.73,36.65,-10.24,293.66,-1.4,0.77,0.055,0.646,0.044,690.35,14.52,4935.15,9834.8,1.12,0.03,-23283.27,40.57,-22223.62,40.08,-70.85,454043.78,6076932.52,1407.16,0.13,33.82,227.77,9.8,0.26,0.05,371,613.01,616.23,iron
1,491693282,0,0,1,27.99,0.49,14.48,1.87,25.87,-49.27,327.43,-24.65,0.873,0.072,0.735,0.059,800.08,17.93,3251.07,12204.79,1.3,0.05,-7146.71,59.33,-25844.72,41.61,-74.67,470178.95,6073356.5,1380.71,0.1,39.28,224.95,10.67,0.25,0.05,302,303.01,303.58,proton
1,386301049,1,0,1,44.16,0.45,103.74,0.47,71.62,-39.76,335.58,7.81,2.408,0.159,2.07,0.133,725.9,14.34,5644.23,16106.41,3.64,0.1,-9470.43,54.34,-17801.86,55.2,-41.15,467836.72,6081389.56,1391.6,0.11,31.48,226.36,6.96,0.21,0.05,199,466.19,687.28,iron
4,801799444,1,1,1,34.38,0.57,62.05,1.03,153.6,-63.45,26.06,-3.77,3.37,0.261,2.91,0.222,728.99,14.3,4528.95,14286.62,5.11,0.12,-21476.72,69.04,21368.23,60.39,48.33,455740.32,6120505.86,1522.28,0.08,30.88,225.7,9.73,0.3,0.05,1026,257.21,586.63,iron
3,201501347,1,0,1,43.72,0.41,224.84,0.88,336.02,-52.85,338.3,-54.47,2.019,0.137,1.731,0.115,708.68,12.05,5765.56,18853.92,2.92,0.09,-8377.21,83.83,27011.78,72.42,-4.86,468818.23,6126179.05,1456.02,0.16,27.44,235.37,7.08,0.25,0.04,987,341.91,449.82,iron
4,898176705,1,1,1,57.36,0.3,282.93,0.52,293.01,-20.87,135.36,-78.99,7.034,0.465,6.075,0.397,737.6,14.97,7606.78,19212.84,10.05,0.17,-17613.02,34.79,16314.68,84.92,41.97,459613.4,6115464.88,1486.59,0.11,28.74,239.56,4.23,0.28,0.03,905,124.29,129.45,iron
4,631324902,0,0,1,45.83,0.58,130.58,0.84,102.46,-58.56,2.33,2.63,1.489,0.112,1.268,0.094,657.51,19.04,6595.79,16031.43,2.26,0.08,-18164.93,71.12,22301.29,110.41,14.36,459046.1,6121446.64,1480.67,0.06,57.29,222.77,10.27,0.24,0.05,1022,212.7,215.36,iron
1,974146673,1,0,1,57.29,0.7,334.29,1.07,240.09,-47.87,61.77,-37.64,1.292,0.095,1.093,0.078,746.49,34.21,7282.79,18727.75,1.87,0.08,-9220.61,129.21,-18703.37,132.44,-44.91,468088.06,6080488.85,1388.69,0.1,29.11,232.17,9.51,0.27,0.05,305,644.59,749.15,iron
2,986086715,1,1,1,45.93,0.55,19.39,0.39,193.27,-55.37,46.01,-11.83,7.077,0.519,6.129,0.446,768.65,16.06,5248.71,20851.7,10.24,0.25,17602.66,83.18,14473.08,38.38,-79.47,494812.82,6113712.37,1361.92,0.08,49.33,237.56,6.97,0.25,0.04,1475,73.16,197.65,iron
3,986107487,0,1,1,45.89,0.93,18.45,0.51,194.46,-55.32,46.4,-12.39,7.34,0.596,6.358,0.513,760.1,26.34,5327.17,26323.8,10.59,0.34,17528.37,119.01,14615.3,91.74,-79.47,494738.1,6113854.27,1361.92,0.07,52.39,238.38,8.81,0.24,0.05,1475,107.36,107.37,iron
4,490064424,1,0,1,40.78,0.33,154.13,0.55,99.61,-73.29,6.19,-11.64,1.731,0.126,1.48,0.106,664.02,16.86,5729.14,9749.71,2.54,0.06,-23362.81,29.33,20600.01,34.28,63.89,453859.69,6119730.78,1536.23,0.08,71.78,230.95,9.17,0.25,0.05,690,632.73,636.11,iron
2,288394771,1,0,1,39.65,0.39,237.34,0.59,314.34,-53.85,358.47,-61.99,1.116,0.08,0.944,0.066,800.42,16.21,4287.65,10445.33,1.58,0.04,15828.03,37.79,4413.27,31.97,-52.92,493063.57,6103653.57,1368.94,0.08,68.25,237.68,9.53,0.26,0.05,775,158.64,331.64,iron
4,628801152,1,1,1,48.04,0.34,53.39,0.64,193.07,-22.86,73.45,5.82,2.935,0.214,2.526,0.181,689.2,16.21,6509.23,13154.93,4.28,0.1,-30928.53,76.88,-911.44,38.5,49.69,446347.92,6098212.71,1522.13,0.07,87.17,234.06,9.77,0.28,0.05,1055,432.34,443.19,proton
4,200075565,1,1,1,39.11,0.34,225.17,0.47,332.87,-5.68,251.29,-54.35,2.534,0.174,2.181,0.146,801.14,10.46,4297.29,10838.88,3.7,0.07,-22237.66,28.04,9874.44,31.53,58.24,455006.95,6109015.01,1506.47,0.07,61.82,234.07,7.81,0.25,0.05,672,427.0,556.64,proton
4,313963468,1,0,0,35.84,1.12,343.47,1.06,354.98,-71.89,354.96,-37.13,1.009,0.109,0.852,0.092,752.53,29.03,4446.77,11941.56,1.47,0.1,-33168.34,109.74,4011.68,50.16,76.73,444099.89,6103129.15,1565.55,0.05,49.55,229.4,10.51,0.25,0.05,627,213.03,421.89,proton
3,567170429,1,0,1,35.94,0.54,70.25,0.55,71.92,-51.75,344.09,-0.66,1.98,0.138,1.698,0.116,672.28,12.33,5329.31,14706.94,3.03,0.08,16723.45,38.26,30759.29,60.17,-109.84,493891.78,6129983.64,1382.88,0.08,52.1,222.31,7.75,0.26,0.05,1489,489.67,599.62,iron
3,535818616,0,0,1,36.26,1.02,88.97,0.97,76.46,-51.68,346.14,1.28,1.632,0.153,1.395,0.131,930.55,25.48,2785.98,14538.35,2.4,0.14,17506.05,35.94,29962.59,62.73,-119.0,494676.82,6129193.41,1377.67,0.06,77.17,230.74,10.15,0.25,0.05,1471,300.3,324.7,proton
2,177951065,0,0,1,39.31,0.75,133.04,1.34,49.2,-36.1,321.83,-3.86,1.144,0.091,0.969,0.075,714.38,20.47,5162.69,16405.57,1.77,0.08,17501.68,87.23,7722.01,82.7,-62.95,494728.75,6106964.38,1364.74,0.15,32.26,216.64,10.9,0.26,0.05,1002,399.9,597.05,iron
3,736324036,1,0,1,35.89,0.36,307.53,0.53,318.77,-57.38,356.86,-57.74,1.615,0.105,1.38,0.087,715.41,8.71,4721.95,11753.19,2.51,0.05,2332.67,26.06,25488.66,49.32,-63.87,479523.44,6124683.21,1386.53,0.11,33.25,217.95,6.4,0.26,0.04,1278,266.98,328.72,iron
3,924069358,0,0,1,25.79,0.63,35.64,1.07,79.06,-77.64,3.89,-17.95,0.763,0.057,0.64,0.046,684.9,15.33,4250.88,12375.52,1.13,0.04,14347.8,47.26,32066.99,47.77,-93.18,491513.92,6131286.05,1400.64,0.08,43.79,224.96,9.38,0.26,0.05,1144,515.54,546.8,iron
1,13764430,1,0,1,22.49,0.31,132.21,1.8,40.43,-54.62,335.8,-17.73,1.894,0.142,1.626,0.12,775.06,12.76,3046.87,11902.69,2.8,0.07,-24817.13,36.75,-18422.23,39.02,-56.0,452501.2,6080729.83,1418.37,0.1,42.47,230.54,8.49,0.24,0.04,388,135.73,760.25,iron
4,634317186,1,0,0,31.26,0.47,265.08,0.91,329.88,-27.39,289.73,-66.09,1.112,0.094,0.942,0.079,831.13,16.12,3161.18,10513.24,1.69,0.07,-23158.3,29.52,21796.01,31.95,57.15,454058.14,6120927.92,1536.55,0.05,77.3,221.22,10.33,0.28,0.05,1024,98.56,607.75,proton
1,759796115,0,0,1,45.81,0.72,60.09,0.79,97.23,-54.07,358.04,5.81,0.853,0.061,0.715,0.049,738.99,21.04,5594.57,13767.02,1.21,0.04,-7657.14,65.9,-27516.74,82.09,-81.34,469672.41,6071682.15,1380.33,0.11,32.65,235.56,8.81,0.25,0.05,331,495.76,666.2,iron
2,461919593,0,0,1,40.24,0.6,224.06,0.53,343.15,-24.38,287.74,-53.83,1.488,0.108,1.268,0.09,785.24,16.48,4474.17,14723.93,2.25,0.08,10610.98,46.64,3481.82,52.22,-32.89,487852.22,6102709.92,1377.11,0.08,51.34,223.21,8.84,0.27,0.05,1236,169.12,537.15,proton
3,327045399,1,1,1,41.89,0.39,191.03,0.49,14.82,-53.99,331.58,-32.11,4.881,0.335,4.22,0.285,757.56,8.84,4936.54,13335.28,7.35,0.12,-4055.63,59.12,28287.07,52.67,-2.71,473129.54,6127462.38,1464.98,0.13,22.23,228.29,5.7,0.22,0.03,1548,529.2,754.58,iron
3,369265337,0,0,1,40.52,0.82,345.55,0.74,237.23,-38.02,73.72,-34.7,1.113,0.086,0.942,0.071,675.61,23.09,5626.4,17152.43,1.69,0.08,9969.37,87.75,22413.69,74.23,-74.91,487164.19,6121628.54,1373.04,0.12,36.82,220.87,10.02,0.27,0.05,1530,192.29,196.63,iron
1,664028621,1,0,1,38.05,0.41,91.15,0.58,161.87,-53.48,34.85,2.61,2.427,0.16,2.088,0.134,715.54,9.67,4941.19,10611.29,3.33,0.06,-22614.77,38.72,-21156.9,49.86,-70.85,454708.92,6078004.64,1407.15,0.15,27.84,249.25,7.46,0.23,0.05,371,494.46,495.61,iron
1,10940349,0,0,1,28.92,0.44,87.87,0.83,185.47,-52.72,45.61,-6.56,0.748,0.052,0.627,0.042,687.89,13.35,4445.44,9390.29,1.1,0.03,-10587.04,39.51,-24389.68,29.1,-68.93,466737.63,6074802.14,1386.66,0.1,45.93,225.49,8.97,0.26,0.05,334,244.18,388.34,iron
1,28698870,0,0,1,24.56,0.47,354.41,1.03,237.03,-35.51,76.68,-34.1,0.766,0.055,0.643,0.044,713.47,11.92,3873.55,8126.63,1.16,0.03,-12457.71,40.56,-23485.42,30.71,-63.63,464865.59,6075701.13,1391.41,0.1,40.98,219.53,10.41,0.25,0.05,419,840.87,866.18,iron
1,791495032,0,0,1,57.95,0.4,274.9,0.92,297.01,-27.44,98.1,-84.73,1.9,0.143,1.621,0.12,758.63,20.09,7413.21,16942.61,2.81,0.09,-3138.8,124.79,-16837.04,158.95,-36.73,474162.12,6082370.39,1385.49,0.05,59.81,228.86,9.08,0.26,0.05,316,280.3,331.32,iron
1,933377741,1,0,1,39.7,0.4,87.91,1.45,76.26,-47.45,343.3,4.42,18.635,1.663,16.257,1.453,755.2,12.44,4744.98,29332.64,27.7,0.76,-11631.45,92.81,-1682.44,91.57,6.82,465636.59,6097493.14,1417.81,0.11,33.21,233.21,8.74,0.22,0.04,487,99.52,352.72,proton
4,933350803,1,0,1,37.62,0.84,88.36,1.1,73.83,-48.78,342.96,2.35,22.978,1.944,20.08,1.702,739.89,8.9,4681.22,24953.1,34.34,0.6,-11580.58,79.04,-1560.62,95.2,6.82,465687.13,6097615.11,1417.82,0.06,89.24,232.2,7.6,0.23,0.04,487,418.68,463.11,iron
4,546262940,1,0,1,50.28,0.28,188.23,0.45,10.86,-17.91,290.01,-27.29,1.824,0.119,1.559,0.099,847.71,11.82,5256.56,11448.46,2.82,0.06,-29524.02,40.21,4997.01,26.4,57.78,447734.11,6104122.7,1531.58,0.09,45.04,218.8,6.21,0.27,0.05,624,604.72,746.47,proton
4,180521659,0,0,1,59.7,0.14,149.71,0.57,55.8,-30.66,320.27,3.72,9.847,0.73,8.517,0.628,734.67,9.72,7980.56,19089.85,14.19,0.25,-4843.72,71.71,4504.63,114.07,1.62,472404.71,6103693.28,1404.97,0.07,117.16,238.19,7.5,0.25,0.05,1235,148.89,150.16,iron
1,946607629,0,0,1,38.45,0.89,27.04,0.9,195.54,-55.27,46.76,-12.9,0.911,0.072,0.767,0.059,837.59,21.97,3800.11,12544.9,1.33,0.05,-18507.14,59.59,-15926.43,51.09,-41.19,458801.64,6083240.62,1406.56,0.09,47.5,228.35,9.54,0.25,0.05,415,65.46,495.25,proton
1,420085820,1,0,1,40.32,0.44,13.45,0.67,217.08,-35.92,71.34,-18.64,1.05,0.072,0.887,0.058,653.95,12.95,5886.24,10844.81,1.61,0.04,-14569.21,36.03,-21500.46,49.13,-59.62,462749.79,6077679.34,1392.41,0.18,28.18,218.19,7.88,0.25,0.04,344,513.4,516.54,iron
2,587457818,0,0,1,63.99,0.55,237.18,3.18,316.65,-0.68,221.59,-60.45,0.981,0.076,0.821,0.062,746.07,31.72,8851.19,17688.8,1.47,0.06,14387.67,352.28,4242.99,304.51,-48.11,491624.13,6103479.18,1370.15,0.08,29.66,221.57,10.39,0.26,0.05,1321,106.24,207.25,proton
2,711849599,0,0,1,39.23,0.46,141.06,0.58,56.44,-50.11,336.52,-7.02,0.638,0.043,0.532,0.034,694.81,11.37,5330.79,11827.03,0.94,0.03,16339.03,49.84,1233.06,53.7,-49.87,493582.81,6100476.89,1370.75,0.2,22.07,224.49,7.99,0.25,0.05,735,152.93,417.4,iron
1,610965654,1,0,1,32.3,0.43,42.39,0.74,196.73,-50.8,51.1,-11.33,1.039,0.075,0.878,0.062,684.79,14.56,4780.8,9857.28,1.58,0.04,-22685.17,33.38,-19975.77,36.7,-64.28,454635.34,6079182.47,1406.74,0.09,49.45,221.1,10.23,0.25,0.05,399,206.02,585.61,iron
4,323109941,0,1,1,42.46,0.43,285.19,1.6,284.16,-27.33,97.85,-73.32,4.415,0.342,3.815,0.292,750.72,14.19,5105.28,23032.08,6.49,0.23,-24454.97,91.35,-2952.69,90.91,5.9,452824.11,6096191.21,1453.43,0.14,28.89,233.4,8.83,0.23,0.05,1251,113.54,327.72,iron
4,55250352,1,1,1,40.66,0.47,171.93,1.04,67.37,-79.88,3.92,-21.13,7.671,0.618,6.652,0.534,745.21,12.81,4932.48,21274.52,11.99,0.32,-10463.24,51.45,24681.1,84.63,-28.92,466741.01,6123842.92,1423.92,0.06,98.35,219.96,8.11,0.28,0.04,922,808.47,831.44,iron
1,2882856,1,0,1,39.5,0.36,253.0,0.49,324.83,-29.71,295.65,-70.6,2.403,0.176,2.067,0.149,701.37,12.4,5205.48,14513.79,3.67,0.11,-3256.6,26.12,-25532.91,50.87,-75.6,474066.57,6073678.37,1376.18,0.07,67.14,223.62,8.56,0.27,0.05,349,38.85,570.47,iron
2,328533470,1,0,1,28.06,0.42,32.63,0.75,202.71,-57.77,46.26,-17.55,1.311,0.094,1.116,0.078,720.72,13.53,3976.69,10583.61,1.9,0.06,20722.77,25.5,4825.68,43.59,-70.09,497954.31,6104078.35,1364.73,0.09,45.11,232.39,9.91,0.26,0.06,751,119.35,523.59,iron
3,866383011,0,0,1,42.96,0.51,300.56,1.0,276.0,-40.09,65.74,-64.25,1.451,0.102,1.235,0.085,758.5,13.7,4998.2,17065.43,2.12,0.07,7913.55,63.69,22208.67,101.28,-64.97,485109.71,6121418.4,1378.97,0.18,26.41,230.95,8.28,0.27,0.05,1399,587.88,668.62,proton
1,816097914,1,0,1,26.15,0.39,357.79,0.75,233.23,-41.8,68.65,-32.28,1.037,0.074,0.877,0.061,724.75,13.04,3800.03,8782.45,1.5,0.04,-19853.72,25.44,-18827.13,28.04,-54.37,457462.87,6080337.87,1405.14,0.08,63.12,232.61,9.57,0.26,0.05,318,103.4,190.2,iron
4,361758727,1,0,0,29.6,0.67,53.28,0.81,207.6,-32.58,71.32,-10.13,1.072,0.078,0.908,0.064,627.0,14.27,5152.63,7903.82,1.59,0.04,-27568.1,50.9,17872.57,35.53,103.1,449660.33,6116994.77,1585.5,0.21,33.12,226.34,8.43,0.26,0.04,702,503.54,504.25,iron
4,766689950,1,1,1,39.5,0.14,203.9,0.53,313.92,-75.95,9.35,-40.88,16.065,1.16,14.002,1.009,798.68,5.67,4229.16,11317.33,24.12,0.27,-18886.98,17.23,17283.3,27.58,43.27,458338.93,6116429.22,1493.48,0.08,98.65,230.05,6.29,0.28,0.05,845,28.01,426.42,iron
4,516114900,1,0,1,50.93,0.39,280.05,0.66,296.05,-33.8,52.79,-81.08,1.333,0.086,1.13,0.071,746.34,14.34,6181.42,12389.68,2.0,0.05,-24688.51,52.24,12523.58,43.09,84.19,452552.33,6111656.39,1545.08,0.18,22.37,224.53,6.52,0.26,0.05,1840,191.28,201.94,iron
2,666056104,0,0,1,49.62,0.94,154.73,1.2,53.13,-45.24,331.21,-6.17,1.06,0.088,0.894,0.073,730.98,29.38,6135.24,15525.93,1.58,0.07,25087.62,176.16,7595.49,77.75,-96.46,502310.41,6106857.37,1356.83,0.07,36.85,224.66,9.4,0.27,0.05,770,172.29,683.31,iron
1,859834695,1,0,1,29.99,0.25,208.73,0.89,274.93,-69.89,25.9,-44.3,1.542,0.116,1.317,0.097,753.91,12.46,3772.92,10295.22,2.3,0.06,-6905.55,21.24,-26225.21,32.14,-79.94,470420.43,6072976.38,1380.05,0.07,87.9,227.06,9.99,0.26,0.05,470,644.5,767.54,iron
4,734364704,1,0,1,43.96,0.53,205.83,0.51,316.94,-75.14,8.11,-41.47,1.371,0.096,1.166,0.079,693.78,16.66,5804.44,15054.38,1.91,0.06,-31368.87,61.4,2694.98,48.94,65.43,445901.32,6101818.46,1542.1,0.11,36.75,242.1,8.28,0.26,0.05,938,183.08,379.39,iron
