id,gpsnanotime,hdSpectrumEye,hdCalibEye,hdXmaxEye,theta,dtheta,phi,dphi,l,b,ra,dec,totalEnergy,dtotalEnergy,calEnergy,dcalEnergy,xmax,dxmax,heightXmax,distXmax,dEdXmax,ddEdXmax,x,dx,y,dy,z,easting,northing,altitude,cherenkovFraction,minViewAngle,uspL,duspL,uspR,duspR,hottestStationId,distSdpStation,distAxisStation,particle_type
2,912775939,0,0,1,39.71,0.48,162.36,0.61,274.01,41.14,170.52,-16.66,0.672,0.047,0.561,0.038,687.7,14.54,5580.16,10562.98,1.0,0.03,15281.35,55.61,-6247.67,27.45,-48.44,492545.67,6092997.92,1371.26,0.2,25.82,223.26,8.4,0.25,0.04,760,279.8,523.09,iron
2,564997915,0,0,1,50.65,0.72,352.82,1.21,341.14,24.75,231.68,-26.37,1.092,0.086,0.921,0.071,772.36,25.81,6047.83,14029.63,1.63,0.07,19651.22,164.65,8755.73,60.86,-75.76,496873.9,6108003.46,1360.55,0.06,55.47,224.16,9.66,0.26,0.05,765,108.66,571.53,iron
2,684802718,0,0,1,25.24,0.49,132.93,1.65,248.42,25.77,143.32,-15.49,0.706,0.055,0.591,0.044,760.02,15.22,3486.0,10076.54,1.07,0.04,14267.18,45.77,262.44,41.03,-41.03,491514.68,6099501.57,1374.06,0.12,39.01,218.11,9.75,0.27,0.05,719,107.47,386.65,iron
3,403242707,1,0,1,46.29,0.41,238.26,0.55,283.88,-8.59,145.12,-64.15,1.678,0.118,1.432,0.098,736.22,16.29,5849.5,12916.21,2.92,0.1,12240.36,44.35,28393.68,50.69,-102.79,489416.46,6127607.79,1375.64,0.11,45.32,194.2,9.32,0.28,0.06,1149,440.6,473.66,iron
4,298975409,1,1,1,48.12,0.77,290.12,0.82,308.77,-11.0,212.79,-72.96,3.903,0.313,3.366,0.266,697.22,28.68,6505.04,23163.21,5.94,0.26,-18222.42,114.41,3899.94,114.85,24.17,459035.97,6103054.56,1452.15,0.13,28.13,224.34,9.73,0.3,0.05,781,233.35,337.68,iron
4,851455427,1,0,1,32.2,0.65,283.26,0.94,320.09,-9.01,237.9,-65.69,1.635,0.117,1.398,0.098,750.78,13.44,4103.26,12587.97,2.45,0.07,-22173.15,55.69,9500.59,48.75,58.24,455073.81,6108641.01,1506.47,0.1,43.05,226.02,7.99,0.26,0.04,672,236.29,689.81,proton
1,853609003,0,1,1,46.38,0.27,273.55,0.78,311.37,-22.94,255.96,-81.29,2.934,0.222,2.526,0.188,742.26,14.09,5750.98,13955.6,4.47,0.12,-12542.92,77.66,-10866.87,44.05,-17.7,464748.82,6088311.49,1404.25,0.06,100.51,224.53,9.89,0.25,0.05,157,237.97,284.21,proton
3,348484353,0,0,1,42.29,0.48,333.09,0.73,316.18,18.74,209.94,-42.36,0.943,0.069,0.794,0.057,737.16,21.24,5305.03,10370.62,1.35,0.04,-2735.22,50.04,27361.31,45.16,-25.75,474456.09,6126540.4,1435.69,0.08,57.25,232.69,10.06,0.26,0.05,1382,519.3,519.37,iron
3,384821429,0,0,1,31.58,0.41,207.2,1.12,275.4,11.31,154.41,-43.19,0.862,0.064,0.725,0.052,785.17,15.16,3704.45,10653.21,1.24,0.04,-4460.39,51.75,30688.94,36.65,18.66,472722.85,6129862.6,1492.92,0.13,32.87,232.81,9.39,0.24,0.05,1546,141.22,421.15,proton
2,955520345,0,0,1,33.27,0.5,174.77,0.88,1.12,3.3,263.92,-26.24,0.956,0.066,0.807,0.053,706.25,11.05,4698.69,11515.84,1.46,0.04,12941.35,69.62,-3037.43,32.51,-40.68,490197.32,6096200.73,1373.77,0.14,27.64,219.95,8.57,0.25,0.05,717,414.58,473.4,iron
4,802565610,1,1,1,45.68,0.48,41.9,0.58,13.59,31.77,246.21,-0.61,2.848,0.197,2.452,0.166,726.43,17.88,5885.02,19672.9,4.26,0.13,-17011.9,79.28,18094.43,62.2,34.09,460208.05,6117242.49,1480.06,0.14,25.43,228.41,7.85,0.23,0.05,900,665.14,700.15,iron
3,439274651,1,0,1,35.23,0.41,187.16,0.64,250.44,1.76,123.89,-31.84,1.478,0.108,1.26,0.091,686.23,15.59,5121.92,9952.29,2.23,0.05,9049.3,35.04,26385.38,29.54,-86.39,486233.72,6125595.57,1375.45,0.09,69.51,224.32,10.05,0.25,0.05,1381,289.24,320.53,iron
2,243764069,0,0,1,46.62,0.9,178.31,0.72,238.87,1.13,116.43,-22.35,1.637,0.129,1.396,0.109,804.84,31.42,5221.67,18531.66,2.35,0.1,10523.9,89.37,-14712.82,91.74,-52.89,487809.41,6084526.46,1374.49,0.15,38.15,235.79,10.52,0.26,0.05,496,459.74,524.07,proton
1,925768889,0,0,1,42.36,0.74,27.03,2.57,356.05,34.75,234.77,-10.31,1.412,0.118,1.201,0.1,687.62,18.62,5880.38,21826.35,2.18,0.11,-2136.31,144.68,-20775.54,175.91,-51.23,475172.83,6078434.83,1381.55,0.13,28.67,218.2,9.91,0.26,0.05,281,30.89,770.6,iron
3,173885460,1,0,1,41.59,0.53,229.74,0.62,322.29,-0.56,231.04,-57.57,1.052,0.074,0.888,0.061,789.09,13.86,4703.2,12603.12,1.59,0.05,3418.58,40.3,25109.91,62.29,-67.55,480609.74,6124306.34,1383.63,0.16,29.85,222.19,9.51,0.26,0.05,1274,592.03,601.31,iron
4,438235982,1,0,0,36.86,0.43,331.48,0.75,355.03,-52.59,331.09,-43.98,1.101,0.079,0.932,0.065,690.17,12.74,5228.71,8899.45,1.7,0.04,-26153.63,47.84,16911.06,23.74,96.79,451076.94,6116038.48,1572.71,0.16,32.18,217.65,9.84,0.23,0.05,1760,121.1,186.86,iron
3,909515717,0,0,1,58.96,0.44,217.44,1.17,258.17,-13.79,111.36,-46.25,2.025,0.152,1.73,0.128,790.89,23.62,7541.24,14933.62,3.16,0.1,19037.35,119.04,29563.75,204.98,-127.8,496213.92,6128801.57,1364.95,0.06,61.28,217.39,10.52,0.24,0.05,1595,439.75,440.8,iron
4,976303971,1,0,0,45.29,0.52,77.94,0.61,39.16,8.65,277.92,9.45,1.034,0.07,0.872,0.057,687.19,16.19,6278.01,13536.26,1.56,0.05,-21863.79,47.84,16729.04,65.11,73.02,455364.38,6115866.57,1531.67,0.11,34.23,221.52,7.51,0.25,0.04,824,428.43,487.5,iron
3,224467465,0,0,1,38.94,0.59,265.25,0.78,307.68,-11.3,209.51,-73.56,0.682,0.049,0.57,0.039,691.26,16.31,5338.71,12399.69,0.99,0.04,-5277.29,54.21,30492.67,49.86,18.66,471906.28,6129664.86,1492.92,0.1,35.78,227.56,8.99,0.24,0.05,1546,276.78,486.94,iron
3,632700399,1,0,1,29.45,0.23,170.95,1.21,297.54,36.86,188.07,-25.81,1.148,0.089,0.974,0.074,768.55,14.13,3631.32,10312.21,1.77,0.06,14813.63,23.03,33407.94,34.55,-87.56,491979.09,6132627.89,1414.22,0.07,90.11,218.56,10.87,0.26,0.05,1565,580.71,581.16,proton
2,941083356,0,0,1,35.53,0.68,76.95,0.76,12.16,33.91,243.75,-0.43,0.675,0.052,0.564,0.042,728.26,19.72,4586.8,11437.29,0.97,0.04,11962.51,42.45,-865.68,59.89,-35.85,489213.9,6098368.21,1374.79,0.07,48.2,229.84,9.45,0.24,0.05,725,124.55,338.35,iron
2,387282723,1,0,1,55.5,0.71,146.05,1.13,3.73,48.11,228.56,2.84,1.326,0.094,1.123,0.078,697.31,31.98,7585.63,17105.74,2.04,0.07,23275.91,147.69,5074.99,73.36,-82.91,500506.66,6104333.38,1360.62,0.13,23.47,218.11,7.79,0.24,0.04,739,273.32,394.99,iron
3,838614256,0,0,1,45.96,0.8,247.78,0.93,313.64,-10.67,226.38,-70.7,0.693,0.056,0.579,0.046,768.12,31.94,5333.26,12671.69,1.01,0.04,13349.88,61.41,29811.39,91.21,-97.37,490522.75,6129028.38,1388.48,0.1,52.5,226.27,10.2,0.26,0.05,1150,252.46,419.66,proton
2,21465999,0,0,1,36.16,0.77,16.09,0.68,35.06,-50.63,330.65,-19.37,0.898,0.069,0.756,0.057,808.98,21.73,3799.08,11893.61,1.31,0.05,19426.86,51.2,6458.88,35.38,-68.22,496655.13,6105707.39,1364.27,0.08,58.33,228.38,10.14,0.25,0.05,778,143.65,486.98,proton
2,599588745,0,0,1,27.36,0.43,71.65,1.1,36.4,-26.54,308.17,-8.95,0.658,0.049,0.55,0.04,665.35,16.7,4577.21,11888.32,0.98,0.04,21101.37,36.14,5188.13,50.3,-78.51,498332.3,6104442.38,1359.81,0.12,37.84,223.15,10.41,0.27,0.05,784,309.84,448.42,iron
2,422323080,0,0,1,14.44,0.45,65.88,1.59,28.06,-44.35,322.7,-21.89,0.663,0.048,0.555,0.038,652.7,15.76,4059.91,8207.97,0.98,0.02,18337.37,24.32,1833.3,31.63,-54.08,495577.95,6101081.53,1370.53,0.1,51.55,224.17,9.65,0.26,0.05,772,676.44,709.43,iron
4,170727225,1,0,1,42.61,0.54,33.67,0.89,18.99,11.93,265.8,-6.64,1.34,0.094,1.138,0.078,780.87,13.14,4831.28,14303.15,1.94,0.06,-22362.01,99.99,20378.35,66.71,63.89,454857.89,6119513.43,1536.21,0.17,18.71,232.92,9.01,0.26,0.05,690,97.14,452.39,proton
1,51425721,1,1,1,34.4,0.18,253.97,1.02,317.69,-8.82,232.92,-66.97,3.306,0.244,2.854,0.207,665.43,9.22,5185.66,13437.28,5.34,0.12,-15906.15,53.02,-12011.11,23.72,-25.4,461390.18,6087158.71,1407.43,0.07,94.37,211.98,9.36,0.25,0.05,453,186.72,476.89,iron
2,457553247,1,1,1,34.61,0.45,38.42,0.67,24.56,-7.2,285.53,-10.7,3.458,0.237,2.986,0.2,713.14,9.89,4672.09,15342.98,5.3,0.11,24514.96,42.23,8140.61,52.97,-94.02,501735.97,6107400.82,1357.89,0.11,33.5,223.67,6.71,0.24,0.04,744,100.83,105.51,iron
1,250793093,1,1,1,47.54,0.2,260.87,1.03,303.1,-17.09,193.79,-79.96,3.234,0.25,2.786,0.212,726.86,16.18,6028.98,12579.24,4.91,0.11,-16367.15,89.39,-10671.64,34.68,-14.21,460926.7,6088499.15,1414.03,0.07,108.03,225.31,10.44,0.25,0.05,160,121.51,530.92,iron
4,672421742,1,0,1,55.34,0.46,329.37,0.73,352.37,-62.77,344.93,-42.09,2.039,0.142,1.744,0.119,753.05,21.92,7060.08,16315.63,2.93,0.09,-34290.91,96.91,4274.48,50.33,86.4,442980.74,6103386.72,1583.35,0.1,26.5,235.77,8.62,0.27,0.06,648,375.61,390.72,proton
1,753643715,1,0,1,38.88,1.16,48.54,1.34,12.08,27.66,248.92,-3.95,2.406,0.212,2.069,0.181,913.55,17.52,3149.26,16511.58,3.65,0.15,-2823.72,67.89,-26024.75,80.44,-75.6,474499.23,6073186.39,1376.17,0.11,43.93,225.14,10.6,0.27,0.05,349,435.54,439.99,proton
1,277425538,1,0,1,38.32,0.43,74.14,0.59,10.18,40.15,237.7,1.78,1.366,0.092,1.162,0.076,703.01,10.11,5153.54,12548.0,2.17,0.06,-11251.98,52.26,-20981.25,49.73,-56.96,466064.83,6078208.09,1389.26,0.15,26.84,212.32,7.32,0.22,0.05,341,636.81,638.3,iron
2,927770240,1,0,1,38.73,0.26,296.89,0.89,331.11,-26.66,288.29,-64.92,1.518,0.11,1.294,0.092,702.24,18.94,5163.97,10696.68,2.18,0.05,12353.63,37.79,4141.36,39.18,-36.32,489591.84,6103374.43,1375.77,0.09,96.14,235.35,9.48,0.27,0.05,1239,366.83,677.19,iron
1,292759967,0,0,1,58.2,0.52,144.26,1.92,254.71,60.04,170.89,5.68,0.796,0.06,0.664,0.048,647.58,30.99,8474.72,16239.71,1.21,0.05,-13155.92,173.12,-19969.03,123.22,-52.62,464157.56,6079214.73,1393.48,0.1,22.65,217.85,10.47,0.27,0.06,333,90.0,320.25,iron
3,431402492,0,0,1,45.37,0.72,301.1,0.6,308.64,-52.31,4.75,-64.46,1.174,0.087,0.994,0.071,676.96,20.44,6217.0,17377.01,1.77,0.08,-1816.78,94.84,22579.66,72.84,-42.41,475384.35,6121764.86,1398.0,0.12,25.93,222.28,8.92,0.26,0.05,1303,71.43,88.08,iron
3,967796995,0,0,1,29.92,0.89,212.25,1.33,354.31,-33.87,304.67,-45.68,0.868,0.069,0.73,0.056,717.47,20.57,4205.03,11388.31,1.29,0.05,1586.14,61.69,25199.8,54.48,-60.75,478778.66,6124392.06,1389.24,0.09,41.68,225.47,11.01,0.26,0.05,1298,443.19,445.64,iron
1,586092687,0,0,1,24.09,0.48,96.86,1.02,326.39,48.46,208.49,-11.54,0.778,0.059,0.654,0.048,659.48,16.24,4435.85,8059.43,1.2,0.03,-10640.83,31.24,-27178.27,26.21,-81.62,466690.98,6072014.66,1384.44,0.09,59.88,216.71,10.63,0.25,0.05,337,315.42,436.76,iron
2,599558320,0,0,1,20.48,0.47,285.67,1.36,330.6,-3.68,246.11,-54.67,0.769,0.059,0.646,0.048,747.92,15.2,3243.83,8543.03,1.16,0.03,13745.63,24.98,-843.02,27.25,-37.43,490995.84,6098396.23,1376.14,0.07,72.73,220.68,10.19,0.26,0.05,724,310.56,624.21,proton
4,132213263,0,0,1,48.38,0.57,226.04,0.76,311.7,6.49,208.3,-55.33,1.509,0.124,1.284,0.105,881.61,21.77,4607.29,13713.65,2.24,0.09,-18321.54,47.54,10106.3,86.12,38.93,458921.57,6109258.2,1472.59,0.05,68.69,227.25,10.09,0.27,0.05,1733,350.13,425.67,proton
3,783161762,1,0,1,21.65,0.34,252.69,1.21,338.28,-15.6,270.8,-55.27,1.064,0.075,0.901,0.061,688.89,11.77,3935.09,10344.34,1.54,0.04,2956.85,24.93,25827.74,40.18,-63.87,480147.19,6125024.04,1386.56,0.1,39.51,232.3,8.88,0.25,0.05,1278,315.4,692.8,iron
1,677304847,0,0,1,54.99,0.61,312.78,1.27,277.0,-56.47,37.98,-55.31,1.729,0.139,1.473,0.117,734.21,28.33,6992.92,14930.48,2.58,0.09,-16751.9,233.13,-9412.71,122.07,-14.21,460538.03,6089755.24,1414.03,0.05,78.23,226.54,11.27,0.26,0.05,160,431.18,449.99,iron
2,223390760,1,0,1,19.23,0.44,23.03,1.25,337.22,27.64,226.62,-26.09,1.082,0.086,0.917,0.072,803.74,15.11,2624.27,8394.54,1.58,0.05,14348.0,27.4,-234.5,24.92,-43.44,491596.68,6099005.53,1373.42,0.06,70.28,229.93,10.13,0.25,0.05,715,404.94,721.24,proton
4,818478566,0,0,1,36.05,0.74,294.99,0.72,330.19,-20.81,274.53,-64.36,1.433,0.103,1.221,0.086,708.14,14.34,4867.47,15274.35,2.16,0.07,-18805.96,48.58,12409.32,63.81,44.27,458430.65,6111559.18,1482.34,0.09,39.58,223.54,9.28,0.27,0.05,1744,119.29,445.64,iron
1,562186771,1,0,1,29.21,0.51,116.83,0.92,31.49,-16.5,297.01,-8.68,1.597,0.113,1.366,0.095,709.41,10.43,4217.16,11315.07,2.43,0.07,-21725.78,38.4,-18624.75,71.7,-57.04,455591.0,6080535.49,1407.38,0.12,32.03,223.36,9.23,0.24,0.05,366,114.47,415.13,iron
2,344226861,1,1,1,23.29,0.38,209.72,0.73,302.31,19.23,192.05,-43.63,4.193,0.287,3.63,0.244,758.91,7.19,3297.74,9151.08,6.26,0.07,15709.38,27.5,1703.95,28.35,-49.87,492951.71,6100945.88,1370.74,0.08,53.73,230.19,6.78,0.26,0.04,735,279.67,398.38,iron
3,775389562,0,0,1,68.21,0.24,6.59,0.53,61.44,-54.67,342.05,-7.26,20.656,1.673,17.881,1.45,793.72,17.26,9478.57,26463.13,30.02,0.52,-31977.85,274.89,13097.41,258.69,89.59,445257.73,6112211.57,1579.82,0.04,103.05,236.09,6.41,0.28,0.04,605,64.83,459.67,iron
3,388137682,0,0,1,44.91,0.39,165.99,0.62,354.13,29.02,237.86,-15.45,0.921,0.064,0.775,0.052,769.82,15.61,5197.51,10576.76,1.33,0.04,2107.95,49.55,25495.53,30.67,-63.87,479300.34,6124688.63,1386.55,0.08,49.28,230.36,8.93,0.25,0.05,1278,376.39,430.9,proton
2,116381727,0,0,1,41.31,0.54,195.16,0.97,355.9,-5.18,269.2,-35.1,0.88,0.061,0.74,0.049,766.94,12.48,4779.22,13454.4,1.32,0.05,11728.63,90.45,-6293.36,43.92,-36.38,488994.28,6092943.83,1377.08,0.18,24.87,222.65,8.45,0.25,0.05,578,221.64,234.93,iron
3,702831477,0,1,1,44.79,0.92,275.5,0.55,308.52,-37.09,348.9,-78.98,3.538,0.29,3.052,0.247,671.12,24.81,6193.6,24970.07,5.4,0.25,23498.77,86.16,26007.56,131.32,-137.99,500675.51,6125257.35,1355.45,0.1,43.69,223.95,9.66,0.28,0.05,1578,589.08,684.88,iron
4,77028234,0,0,1,48.82,0.76,323.17,0.61,321.46,-67.19,2.17,-48.37,1.468,0.106,1.248,0.088,782.75,24.03,5726.42,17001.39,2.1,0.08,-19920.18,71.36,22563.8,93.44,25.57,457292.02,6121703.66,1496.44,0.1,39.36,236.06,8.91,0.26,0.05,1020,24.96,73.26,proton
1,51120211,0,0,1,65.83,0.5,136.88,1.54,229.97,60.88,163.95,15.75,14.218,1.199,12.293,1.036,769.85,41.05,9179.88,27715.68,22.35,0.62,2244.58,265.44,-13694.33,376.09,-31.46,479533.51,6085524.23,1384.21,0.05,42.54,218.32,8.18,0.25,0.05,256,142.72,183.12,proton
4,914435850,1,0,0,45.52,0.69,303.18,0.95,308.98,-53.67,4.93,-63.08,1.154,0.086,0.976,0.071,680.57,16.28,6291.32,10324.08,1.75,0.05,-32164.25,15.82,10119.29,83.9,57.93,445085.72,6109237.73,1544.78,0.25,20.46,221.5,11.24,0.22,0.06,633,265.29,406.43,iron
3,39548128,1,0,1,51.42,0.68,225.66,0.96,283.56,2.87,157.91,-54.66,2.423,0.184,2.08,0.155,802.49,23.46,5929.92,15918.39,3.61,0.13,14386.12,107.84,25270.43,117.6,-98.32,491570.56,6124494.8,1368.08,0.06,47.3,228.68,9.54,0.26,0.05,1559,42.33,348.49,proton
2,904371341,0,0,1,48.98,1.43,240.82,1.29,300.16,-3.76,185.91,-66.48,0.778,0.077,0.651,0.064,757.55,44.32,5982.92,13909.65,1.14,0.08,12975.96,159.96,-6837.68,184.58,-41.91,490242.18,6092403.44,1374.39,0.1,22.62,227.02,9.08,0.25,0.04,507,296.98,580.74,iron
1,182546063,1,0,1,32.83,0.2,167.26,0.86,13.61,-13.19,286.36,-23.0,2.157,0.161,1.854,0.136,706.2,15.21,4640.18,9033.34,3.18,0.06,-7645.36,20.61,-27897.9,31.02,-81.34,469688.96,6071302.89,1380.38,0.08,93.64,231.08,11.0,0.25,0.06,331,1027.4,1058.86,iron
2,604844065,0,0,1,47.13,0.71,15.51,1.25,113.05,-76.11,10.43,-13.42,0.679,0.06,0.566,0.049,615.24,33.69,7278.87,13343.23,0.98,0.05,20399.18,121.62,4561.61,62.31,-70.09,497632.49,6103813.98,1364.72,0.1,39.45,228.75,11.03,0.26,0.05,751,139.25,351.75,iron
3,497784051,1,0,1,37.13,0.33,267.02,0.46,317.75,-40.33,333.76,-72.0,2.336,0.157,2.009,0.132,698.65,10.07,5110.08,11830.24,3.57,0.08,9850.55,34.5,28243.53,35.61,-92.26,487030.37,6127456.01,1376.26,0.12,31.9,222.8,7.29,0.28,0.05,1392,104.36,558.56,iron
4,534039791,1,1,1,37.1,0.42,235.58,0.34,333.52,-17.1,269.73,-60.04,6.771,0.486,5.869,0.418,764.96,10.28,4430.78,15040.95,9.8,0.16,-21261.28,36.4,5433.89,37.28,33.68,455995.61,6104581.87,1469.59,0.07,46.85,237.24,7.22,0.29,0.04,1728,493.46,587.14,iron
3,48027412,0,0,1,40.76,0.91,132.15,0.96,325.59,58.65,204.43,-2.17,0.659,0.05,0.549,0.04,754.66,21.16,4745.71,12707.16,0.99,0.04,-6130.47,64.35,28756.75,82.17,7.47,471057.4,6127927.67,1476.28,0.08,49.25,220.7,10.11,0.26,0.05,1552,41.33,625.07,iron
1,540819735,0,0,1,43.86,1.13,358.24,1.12,5.1,-2.49,271.72,-25.78,2.029,0.177,1.74,0.151,894.3,33.89,3845.66,19753.05,2.93,0.14,-5007.8,83.98,-15207.51,85.32,-29.74,472290.68,6083992.85,1390.84,0.11,42.45,235.67,9.9,0.25,0.05,194,412.28,481.47,proton
3,633851369,0,0,1,37.98,0.52,85.62,1.57,9.36,42.92,235.09,2.86,0.778,0.063,0.652,0.051,702.47,28.21,4989.8,10515.18,1.15,0.04,-2562.21,81.15,24134.48,56.96,-45.13,474635.39,6123316.09,1400.13,0.05,91.94,224.2,10.36,0.26,0.05,1096,126.49,223.07,iron
1,411765270,1,0,1,39.99,0.39,292.29,0.6,327.43,-26.94,288.01,-68.21,1.549,0.108,1.321,0.091,747.45,12.31,4745.14,11128.47,2.35,0.06,-11096.0,39.94,-17844.25,34.7,-40.43,466212.67,6081341.78,1394.97,0.07,73.14,223.09,9.14,0.27,0.05,356,516.38,628.95,proton
4,333909639,1,0,0,51.14,0.31,345.82,0.5,14.35,-42.24,317.82,-31.1,1.035,0.07,0.872,0.057,775.49,15.71,5918.78,12047.46,1.48,0.05,-26714.01,37.0,20660.77,37.36,71.33,450509.63,6119783.97,1562.51,0.15,21.74,233.25,7.64,0.22,0.05,1030,255.03,664.77,proton
3,52506098,0,0,1,56.0,0.81,317.73,0.7,342.38,-53.03,335.44,-51.04,1.433,0.105,1.216,0.088,805.87,36.47,6456.0,19132.89,2.05,0.09,2116.91,141.94,21902.19,91.25,-45.81,479314.91,6121099.88,1390.11,0.13,26.21,234.89,9.13,0.29,0.05,1291,137.07,661.05,iron
1,635754833,0,1,1,51.47,0.22,181.91,1.2,0.3,11.14,256.29,-22.51,2.529,0.198,2.172,0.167,686.87,19.41,6825.8,16160.52,3.72,0.11,3771.52,57.94,-24913.35,154.07,-77.01,481085.72,6074314.97,1375.32,0.06,111.45,231.85,10.25,0.26,0.05,479,601.62,710.22,iron
1,622944688,1,0,1,25.17,0.28,220.74,1.22,349.89,-28.19,295.65,-48.66,1.028,0.077,0.87,0.064,693.06,17.57,4069.73,8392.27,1.52,0.04,-12787.47,25.94,-19839.92,25.0,-52.62,464526.19,6079342.85,1393.5,0.07,85.23,227.13,10.99,0.26,0.05,333,46.44,568.42,iron
1,652183178,1,0,1,46.94,0.31,311.19,0.54,275.34,-52.22,44.76,-57.53,2.477,0.179,2.129,0.151,710.48,15.99,5956.26,11060.64,3.62,0.07,-15323.9,53.23,-15555.19,28.06,-34.05,461979.56,6083621.34,1400.86,0.09,74.38,233.09,8.76,0.26,0.05,436,403.01,772.4,iron
4,988503593,1,0,1,24.98,0.42,74.92,1.06,111.58,-73.39,9.57,-10.81,2.272,0.158,1.956,0.133,719.0,7.01,3789.05,7069.21,3.6,0.05,-26050.21,40.2,16910.07,19.78,96.79,451180.42,6116037.85,1572.72,0.09,45.86,215.74,8.73,0.25,0.05,1760,95.1,232.37,iron
2,27260659,0,0,1,32.17,0.45,46.4,0.75,9.79,19.97,254.2,-9.97,0.907,0.062,0.764,0.05,699.5,12.33,4549.65,11137.74,1.3,0.04,22906.5,29.45,4212.01,53.18,-85.3,500139.76,6103472.01,1359.95,0.12,33.36,233.23,8.83,0.26,0.05,776,678.05,679.51,iron
3,864919331,0,0,1,46.61,0.37,154.45,0.71,14.76,16.43,259.79,-7.89,0.732,0.052,0.612,0.041,758.41,16.84,5583.15,10594.68,1.09,0.04,-544.53,46.11,27513.95,38.6,-49.64,476642.25,6126699.89,1411.15,0.1,40.78,222.78,9.89,0.26,0.05,1279,8.69,319.24,iron
2,651797219,1,0,1,52.28,0.38,41.46,0.52,112.76,-58.12,7.49,4.32,4.408,0.303,3.802,0.256,750.74,15.69,6515.2,17896.17,6.26,0.14,10645.55,69.69,6977.0,66.24,-35.66,487877.3,6106202.42,1376.18,0.09,45.44,240.73,6.11,0.28,0.04,1521,247.05,376.82,iron
4,685520307,1,0,1,33.62,0.46,293.3,0.65,307.08,-53.44,7.32,-63.51,1.296,0.091,1.102,0.075,782.04,14.02,3852.41,10569.01,1.86,0.04,-22367.38,45.88,14379.66,27.95,76.82,454867.87,6113516.52,1534.95,0.09,44.58,234.47,8.56,0.25,0.05,736,322.95,555.36,iron
1,251053535,0,1,1,40.49,0.17,193.33,1.01,300.95,28.58,190.76,-34.25,3.483,0.255,3.006,0.217,751.67,10.78,4894.13,16777.01,5.21,0.14,-45.28,34.04,-20353.22,64.95,-51.1,477262.7,6078862.8,1381.53,0.07,102.28,228.86,8.38,0.25,0.05,276,140.21,282.61,iron
2,905167284,0,0,1,46.88,0.86,69.09,1.18,40.12,6.54,280.26,9.35,0.643,0.055,0.535,0.045,655.39,33.84,6726.53,15413.84,0.92,0.05,10764.13,97.31,1427.19,145.49,-34.82,488011.22,6100658.72,1376.06,0.07,42.3,230.53,10.79,0.25,0.05,723,461.05,806.94,iron
1,79994715,0,0,1,29.58,0.38,10.38,0.73,28.58,-61.06,340.52,-25.58,0.964,0.069,0.813,0.056,645.2,13.96,5027.6,9540.27,1.46,0.03,-15413.27,25.03,-20230.63,36.97,-54.75,461903.08,6078946.32,1394.74,0.11,42.59,220.56,9.75,0.25,0.05,408,634.37,638.37,iron
3,585418517,0,0,1,39.75,0.55,308.89,0.69,277.27,-52.76,42.54,-58.04,0.747,0.057,0.625,0.046,703.35,19.28,5289.23,14848.04,1.06,0.05,14739.61,62.96,31742.04,56.33,-96.47,491908.08,6130962.55,1400.76,0.13,28.55,234.71,9.68,0.27,0.05,1587,45.39,639.11,iron
3,781944126,0,0,1,39.06,0.68,280.04,0.83,295.03,-43.39,32.28,-72.53,1.177,0.085,0.997,0.07,694.1,15.74,5315.44,16481.82,1.74,0.07,-2903.73,66.58,23102.18,64.11,-37.72,474296.48,6122285.76,1403.17,0.12,34.59,227.67,8.38,0.26,0.04,1196,95.88,633.72,iron
3,632351567,0,1,1,49.05,0.53,75.38,0.6,68.08,-29.43,325.94,12.83,3.544,0.273,3.055,0.232,726.85,19.18,6166.1,19667.95,5.06,0.17,20538.14,65.66,24314.32,98.55,-123.37,497722.24,6123558.71,1359.69,0.07,66.53,239.48,9.1,0.27,0.05,1617,493.19,513.29,iron
3,310204,1,0,1,37.54,0.6,258.9,0.63,323.82,-33.91,308.64,-70.81,1.002,0.074,0.845,0.061,843.61,16.26,3605.02,11713.8,1.49,0.05,13706.99,40.22,30487.87,42.73,-97.37,490879.02,6129708.71,1388.48,0.08,50.04,225.04,8.8,0.27,0.05,1150,303.73,509.25,proton
2,930695074,0,0,1,59.04,0.39,337.93,0.88,234.43,-55.76,52.07,-34.09,3.166,0.241,2.719,0.204,724.94,23.03,7884.12,15579.16,4.63,0.11,3196.65,131.75,-12006.41,178.28,-30.36,480483.45,6087211.96,1382.97,0.05,80.68,233.16,10.07,0.26,0.05,263,378.7,502.39,iron
2,565661077,0,0,1,18.69,0.42,310.33,1.26,278.77,-66.1,27.28,-48.24,0.745,0.056,0.625,0.045,647.44,20.33,4317.52,7716.35,1.09,0.03,23445.7,22.58,2790.89,25.67,-80.23,500680.56,6102052.35,1361.5,0.09,70.63,228.25,9.67,0.26,0.05,890,564.08,564.26,iron
2,389137329,1,0,1,30.6,0.51,82.14,1.13,127.57,-67.63,14.63,-4.83,1.091,0.077,0.923,0.063,751.62,11.56,3907.4,11427.69,1.62,0.05,20962.18,32.25,4961.73,73.46,-70.09,498193.4,6104214.22,1364.75,0.13,34.13,225.5,8.62,0.26,0.05,751,364.82,656.72,iron
